,image_name,image_path,mask_path,split_name,dir_name
530,g81_xoff_32_yoff_256,,,VALID,data
531,g81_xoff_64_yoff_0,,,VALID,data
532,g81_xoff_64_yoff_32,,,TRAIN,data
533,g81_xoff_96_yoff_224,,,TRAIN,data
534,g81_xoff_96_yoff_32,,,TRAIN,data
535,g81_xoff_96_yoff_64,,,TRAIN,data
536,g81_xoff_96_yoff_96,,,TRAIN,data
537,g82_xoff_128_yoff_32,,,TRAIN,data
538,g82_xoff_128_yoff_64,,,TRAIN,data
539,g82_xoff_128_yoff_96,,,TRAIN,data
540,g82_xoff_160_yoff_64,,,VALID,data
541,g82_xoff_160_yoff_96,,,TRAIN,data
542,g82_xoff_192_yoff_32,,,TRAIN,data
543,g82_xoff_192_yoff_64,,,TEST,data
544,g82_xoff_192_yoff_96,,,TRAIN,data
545,g82_xoff_224_yoff_64,,,TRAIN,data
546,g82_xoff_32_yoff_64,,,VALID,data
547,g82_xoff_64_yoff_64,,,TEST,data
548,g82_xoff_64_yoff_96,,,TRAIN,data
549,g82_xoff_96_yoff_32,,,TEST,data
550,g82_xoff_96_yoff_64,,,TRAIN,data
551,g82_xoff_96_yoff_96,,,TRAIN,data
552,g83_xoff_0_yoff_0,,,VALID,data
553,g84_xoff_0_yoff_128,,,TRAIN,data
554,g84_xoff_0_yoff_96,,,TRAIN,data
555,g84_xoff_32_yoff_128,,,TEST,data
556,g84_xoff_32_yoff_32,,,TRAIN,data
557,g84_xoff_32_yoff_64,,,TRAIN,data
558,g84_xoff_32_yoff_96,,,VALID,data
559,g84_xoff_64_yoff_128,,,TRAIN,data
560,g84_xoff_64_yoff_32,,,VALID,data
561,g84_xoff_64_yoff_64,,,TRAIN,data
562,g85_xoff_0_yoff_32,,,TRAIN,data
563,g85_xoff_32_yoff_0,,,TEST,data
564,g85_xoff_64_yoff_128,,,TRAIN,data
565,g85_xoff_64_yoff_64,,,TEST,data
566,g85_xoff_64_yoff_96,,,TRAIN,data
567,g85_xoff_96_yoff_64,,,TRAIN,data
568,g86_xoff_32_yoff_0,,,TRAIN,data
569,g86_xoff_32_yoff_32,,,TRAIN,data
570,g86_xoff_64_yoff_0,,,TEST,data
571,g87_xoff_0_yoff_64,,,TRAIN,data
572,g87_xoff_128_yoff_0,,,VALID,data
573,g87_xoff_32_yoff_0,,,TRAIN,data
574,g87_xoff_32_yoff_32,,,TRAIN,data
575,g87_xoff_64_yoff_0,,,TRAIN,data
576,g87_xoff_64_yoff_32,,,TRAIN,data
577,g87_xoff_96_yoff_0,,,TRAIN,data
578,g87_xoff_96_yoff_32,,,TEST,data
579,g88_xoff_0_yoff_0,,,VALID,data
580,g88_xoff_32_yoff_0,,,TRAIN,data
581,g89_xoff_0_yoff_96,,,TEST,data
582,g89_xoff_128_yoff_64,,,TRAIN,data
583,g89_xoff_128_yoff_96,,,VALID,data
584,g89_xoff_32_yoff_0,,,TRAIN,data
585,g89_xoff_32_yoff_96,,,VALID,data
586,g89_xoff_96_yoff_64,,,TRAIN,data
587,g89_xoff_96_yoff_96,,,TEST,data
588,g8_xoff_0_yoff_0,,,VALID,data
589,g8_xoff_0_yoff_32,,,TRAIN,data
590,g8_xoff_32_yoff_0,,,TRAIN,data
591,g8_xoff_32_yoff_32,,,TRAIN,data
592,g8_xoff_64_yoff_0,,,TRAIN,data
593,g8_xoff_64_yoff_32,,,VALID,data
594,g90_xoff_0_yoff_0,,,TRAIN,data
595,g90_xoff_32_yoff_64,,,TEST,data
596,g90_xoff_64_yoff_0,,,TRAIN,data
597,g90_xoff_64_yoff_32,,,TRAIN,data
598,g90_xoff_96_yoff_0,,,TRAIN,data
599,g90_xoff_96_yoff_32,,,TEST,data
600,g90_xoff_96_yoff_64,,,TEST,data
601,g92_xoff_0_yoff_0,,,TRAIN,data
602,g92_xoff_32_yoff_0,,,TRAIN,data
603,g93_xoff_0_yoff_0,,,TRAIN,data
604,g93_xoff_0_yoff_32,,,TRAIN,data
605,g93_xoff_32_yoff_0,,,TRAIN,data
606,g9_xoff_0_yoff_32,,,TRAIN,data
607,g9_xoff_0_yoff_64,,,TRAIN,data
608,g9_xoff_32_yoff_0,,,TRAIN,data
609,g9_xoff_32_yoff_32,,,TRAIN,data
610,g9_xoff_32_yoff_64,,,TRAIN,data
611,g9_xoff_64_yoff_0,,,TRAIN,data
612,g9_xoff_64_yoff_32,,,TRAIN,data
613,g9_xoff_64_yoff_64,,,VALID,data
